地下水埋深,扶沟站径流,练寺雨量站降水量(mm),平均相对湿度%,日照时数h,平均气温℃,平均风速(km/d),小蒸发皿(mm),作物需水量（mm）
2.68,40.9,2.1,67.6,6.2,25.18,43.2,25.55,12.86
2.66,34.66666667,7.1,57.67,6.73,24.36,76.32,30.95,6.23
2.68,32.68,19.4,57,8.56,22.17,129.6,43.75,5.94
2.71,29.2,0,70,4.98,25.7,48.38,19.45,1.04
2.75,17.66,0,70,4.9,25.95,124.42,23.7,0
2.78,23.88,58.8,83.4,2.56,22.7,86.4,19.5,2.72
3.12,23.42,6.8,84.2,5.1,26.47,69.12,20.95,9.56
3.15,12.178,4.2,78.6,7.42,26.65,101.95,28.35,11.45
3.16,23.28,48,87.2,4.02,27.64,91.58,24.5,9.1
3.14,21.52,18.5,90.2,1.08,25.51,63.94,34.35,6.59
2.97,21.4,29.2,86.6,2.58,28.41,89.86,15.25,8.11
2.96,65.4,3.6,84.4,3.82,25.67,115.78,20.8,8.45
2.81,51.38,75.2,91.8,1.84,23.94,100.22,23.1,6.54
2.82,30.56666667,12.3,88.83,3.43,27.73,131.04,30,14.08
2.8,22.2,5.1,82.6,6.66,28.43,81.22,22.15,21.91
2.75,20.94,0,82,7.92,28.88,88.13,20.5,30.32
2.71,18.74,41.2,86,3.72,27.62,70.85,12.8,21.21
2.68,30.5,70.8,88.6,4.04,24.75,126.14,19.45,20.26
2.56,20.6,0,83.8,7.08,26.62,55.3,20.85,11.59
2.47,18.06666667,39.1,83.83,5.57,24.78,122.4,20.8,12.18
2.41,11.564,0,77.4,9.12,23.58,58.75,21.75,11.67
2.38,16.5,125.5,86.2,2.68,24.15,114.05,11.6,7.65
2.26,28.38,0,71.6,8.84,24.11,82.94,19.75,11.39
2.21,31.04,38.6,85,2.44,23.86,88.13,8.1,6.89
2.15,34.36,4.3,82.6,0.24,21.45,133.06,5.5,3.69
1.98,29.88,6.6,84,1.5,16.25,127.87,6,0
1.97,32.84,0,77.6,3.82,19.74,62.21,14.2,0
1.96,17.9,0,77,1.58,17.57,74.3,8.7,0.82
1.97,15.86,0,65.6,6.68,19.42,48.38,10.45,5.23
1.93,16.06,0,67.6,4.36,20.44,81.22,3.6,4.77
1.94,17.94,0,75.8,2.54,14.86,110.59,9.95,3.19
1.96,21.36666667,0,81.67,2.75,14.11,54.72,6.2,3.44
1.98,30.36,0,83.2,4.78,15.23,57.02,8.6,3.21
1.99,21.02,0,74.6,2.64,12.35,93.31,7.1,2.73
2.06,34.2,0,77.8,3.02,10.8,70.85,6.8,2.29
2.05,38.2,0,59,5.92,8.71,115.78,11.4,3.06
2.06,35.16,0,63.6,4.36,9.49,57.02,8.1,2.34
2.08,32.26,0,43.4,7.58,7.88,167.62,14.8,3.93
2.09,36.88,0,45.2,4.96,7.67,171.07,14.2,3.69
2.1,32.86,0,51.2,6.06,7.17,131.33,10.4,3.02
2.12,30.04,0,77.6,4.86,4.16,122.69,6.3,1.85
2.17,26.86,0,61,5.32,6.29,129.6,9.3,2.58
2.23,28.04,0,38.6,4.88,-0.29,152.06,9.2,2.59
2.26,28.51666667,0,59.5,4.12,1.25,96.48,8.1,2.16
2.28,28.82,0,49.4,3.02,0.71,93.31,7.5,1.9
2.3,23.78,0,68.4,3.92,1.26,114.05,5.5,1.92
2.32,15.696,0,45.6,7.24,-0.06,122.69,8.4,2.41
2.34,17.16,0,53.8,2.52,2.89,84.67,7.3,2.3
2.36,17.78,0,32.8,7.78,2.06,210.82,14,3.81
2.38,18.48333333,0,50.83,5.13,5.74,148.32,14.7,3.99
2.41,10.55,0,76.2,2.88,5.11,119.23,7.7,2.37
2.46,6.258,0,80.4,3.6,10.2,124.42,9,2.97
2.47,7.24,0,76.4,3.24,11.55,177.98,13.7,3.75
2.49,10.574,0,76.2,2.02,4.78,196.99,8,2.62
2.51,14.22,0,80,0.78,5.28,176.26,7.3,2.52
2.47,20.76666667,0,84,3.17,3.63,77.76,4.4,1.56
2.41,17.98,0,79.6,3.8,5.52,153.79,10.05,3.66
2.4,15.02,0,61.6,4.94,9.48,167.62,13.15,6.26
2.42,16.24,0,67.6,4.74,8.77,200.45,15.1,6.67
2.43,16.264,0,72.2,5.24,16.1,160.7,26.05,9.21
2.46,12.428,0,72.2,5.44,10.96,205.63,25.8,8.7
2.41,28.11666667,0,69.5,3.88,10.02,159.84,16.15,10.57
2.42,38.26,0,76.2,4.42,9.04,77.76,14.75,9.06
2.43,25.14,0,58.2,9.14,17.77,120.96,8.7,17.91
2.42,20.62,0,74,5.98,20.04,115.78,20.5,16.56
2.45,21.74,0,83.4,3.8,15.31,126.14,19.35,12.92
2.45,29.7,0,66.6,5.66,16.84,95.04,17.95,17
2.46,19.24,0,66,9.2,17.81,60.48,10.4,21.85
2.46,13.682,0,66.4,7.14,20.35,105.41,25.6,22.29
2.46,10.886,8.1,64.2,7.74,23.34,143.42,8.2,25.77
2.43,21.08,86.8,80.6,3.48,18.04,95.04,9.8,16.43
2.39,32.28,0,73.4,7.22,20.39,53.57,21.85,21.61
2.35,19.36,19.5,72,5.5,21.23,110.59,17.45,15.09
2.32,18.08333333,1,71.17,5.9,21.97,76.32,18.35,5.54
2.34,19.24,0.2,62,9.24,26.77,55.3,32.05,6.2
2.36,17.3,9.3,80.4,2.48,24.59,72.58,18.9,1.27
2.41,9.742,3.1,62,9.12,27.51,62.21,29.8,0
2.53,10.814,28.6,76,2.4,28.18,51.84,8.85,2.87
2.66,7.688,0,62,8.36,29,74.3,27.5,12.77
2.7,12.632,9.6,71.2,7.12,29.43,70.85,22.1,11.81
2.71,17.402,23.9,70,7.52,28.64,62.21,20.7,11.68
2.69,19.84,152.3,88.2,1.6,26.99,76.03,12.8,7.24
2.58,29.44,17.3,85.8,5.5,26,53.57,20.45,9.55
2.47,25.52,0,80.2,7.88,30.16,91.58,19.15,12.23
2.46,13.84,8,81.8,3.16,28.07,120.96,25.2,8.56
2.36,7.716666667,11.8,80.5,5.67,26.41,82.08,19.75,16.09
2.38,9.27,6.1,85.2,2.58,26.54,77.76,16.4,15.63
2.47,30.2,2.5,84.8,2.7,26.61,145.15,20.95,20.51
2.49,12.946,0,78.8,8.04,28.78,53.57,26.2,29.18
2.5,22.18,26.5,82.2,4.06,28.03,84.67,9.45,22.01
2.51,28.38,18.7,83,4.34,25.66,117.5,10.5,9.85
2.53,13.57333333,36.4,83.67,4.15,23.84,95.04,23.1,10.56
2.5,15.8,0,82.8,5,26.05,74.3,5.9,9.71
2.48,15.18,6.1,87.4,1.76,18.96,134.78,9,6.48
2.46,16.5,8.3,85.2,0.54,20.4,48.38,4.65,5.48
2.39,16.96,16.2,89.4,0.1,21.43,114.05,10.55,5.13
2.35,21.48,51.6,78.2,4.76,21.15,67.39,17,5.47
2.31,21.36,1.3,83,3.86,22.37,48.38,15.4,0
2.31,15.8,0,68.8,5.88,23.3,70.85,13.9,0
2.32,13.48,0,73.6,1.46,19.17,103.68,1.7,0.7
2.32,13.06,0,66,4.4,18.27,84.67,6.65,4.67
2.34,13.56,0,38.8,6.78,19.36,105.41,12.6,6.16
2.33,10.598,0,51.6,7.12,20.29,51.84,8.65,4.98
2.33,11.11666667,0,65.5,3.97,19.18,96.48,5.05,4.88
2.3,13.1,0,65.2,7.42,10.69,126.14,11.8,3.97
2.28,11.556,0,75.4,3.84,13.72,229.82,11.1,3.63
2.25,18.6,0,94,0.26,-1.68,143.42,2.5,1.1
2.23,18.76,0,76.4,4.5,0.67,98.5,6.4,1.8
2.21,17.124,0,73.2,7.02,7.47,114.05,8.3,2.68
2.22,18.8,0,88,0.74,3.44,150.34,4,1.47
2.2,17.12,0,66.6,5.3,5.51,119.23,7.4,2.45
2.19,21.78,0,72.8,0.36,6.4,119.23,6.3,1.99
2.17,18.38,0,84.6,0,3.51,136.51,4.4,1.41
2.14,19.98,0,64,5.68,1.08,100.22,4.8,1.78
2.13,19.52,0,63.8,4.96,4.46,129.6,5.4,2.43
2.12,18.31666667,0,47.5,5.95,2.25,146.88,9.9,3.11
2.16,15.6,0,61.4,4.1,0.49,157.25,8.2,3.26
2.16,16.54,0,46.8,2.02,-1.64,139.97,8,2.53
2.18,15.32,0,43.4,5.6,1.29,148.61,7.7,2.28
2.21,17,0,71.2,4.2,5.11,145.15,6,3.98
2.22,16.5,0,44.2,5.42,2.57,126.14,8.5,2.36
2.24,11.15833333,0,48.33,4.43,6.46,109.44,11.3,3.95
2.26,13.38,0,68.6,0.18,4.22,124.42,7.2,3.78
2.28,20.16,0,91.2,0,2.39,202.18,2.1,5.43
2.3,16.86,0,66.2,1.52,-0.8,148.61,4.8,3.28
2.31,14.24,0,63,7.12,4.54,138.24,10,3.27
2.35,14.22,0,68.6,4.44,13.25,158.98,11.8,5.8
2.37,16.66666667,0,70.33,0.7,7.08,187.2,3.6,3.44
2.37,24.58,0,82.8,0.46,3.07,160.7,6.15,5.36
2.37,26.96,0,58.4,3.82,2.36,195.26,11.1,5.14
2.36,23.34,0,67.6,5.1,10.68,226.37,18.9,8.68
2.35,22.1,0,62.6,4.92,12.97,198.72,33.55,9.98
2.36,18.9,0,61,3.26,10.8,169.34,10.45,9.64
2.35,19.25,0,67.33,4.93,13.25,171.36,17.25,14.5
2.34,18.24,0,58.8,8.14,14.71,158.98,17.95,12.37
2.33,17.12,0,56.2,7.28,14.39,184.9,10.2,14.4
2.31,17.04,0,70.4,1.9,8.48,172.8,9.25,14.16
2.32,18.04,0,78.8,3.96,15.51,122.69,11.6,18.35
2.31,28.48,0,71.4,4.94,13.76,133.06,19.95,19.52
2.3,24.52,0,48,9.34,16.4,127.87,29.55,18.23
2.3,19.08,114.2,69.6,7.5,23.52,100.22,21.25,25.14
2.28,26.54,2.1,66,5,18.84,77.76,20.4,22.24
2.26,22.3,9,66.4,5.62,18.8,133.06,8.75,22.35
2.25,25.12,9.3,75.4,4.52,20.11,69.12,11.15,23.49
2.18,28.14,1.4,71,5.88,21.93,62.21,23.7,16.16
2.17,23.58333333,4.9,70,5.38,23.73,99.36,21.15,6.76
2.18,19.22,0,66.2,5.94,23.12,79.49,15.9,5.38
2.2,21.28,43.6,70.8,3.38,22.17,139.97,11.4,2.25
2.23,22.64,0,62.8,8.84,26.12,36.29,19.5,0
2.26,17.54,0,58.4,8.24,29.06,88.13,25.65,5.06
2.49,11.11,0,61.6,4.18,28,110.59,22.95,13.16
2.52,18.26,0,65,7.88,29.74,67.39,1.8,12.81
2.5,23.26,44.5,78,0.68,30.01,60.48,12.1,11.95
2.51,16.774,15.2,77,2.4,29.15,63.94,17.75,12.8
2.48,16.02,2.1,76.8,5.72,27.25,70.85,10.5,11.99
2.47,19.82,48.4,87.2,1.8,25.58,46.66,18,12.47
2.45,40.72,12.9,83.2,4.96,27.9,95.04,8.3,11.7
2.46,27.41666667,0,78.5,8.77,30.78,72,24.8,21.85
2.48,26.9,34.7,80,5.9,29.96,69.12,22.1,26.31
2.49,22.32,1.1,79.4,5.04,28.94,84.67,17.35,31.4
2.5,31.22,1.7,79.6,4.86,30.02,43.2,13.8,31.07
2.51,20.88,2.1,75.8,8.38,28.51,70.85,10.5,30.64
2.5,36.6,99.7,86.2,1.78,23.5,91.58,8.2,14.22
2.52,62.5,2.4,81,6,24.11,57.6,23.3,15.33
2.5,22,65.5,82.4,0,25.62,88.13,13.6,12.32
2.47,86.14,82.6,89.6,0.46,22.19,89.86,12.3,12.12
2.4,97.84,0,78,3.94,25.18,62.21,12,11.55
2.35,51.7,0,79.8,4.2,25.78,119.23,13.1,11.84
2.07,42.68,10.1,76.2,2.28,17.62,134.78,9.65,7.95
1.86,39.78,10.1,77.2,3.36,19.75,57.02,6.75,0
1.88,39.24,0,60.8,7.28,20.43,53.57,14.2,0
2.01,30.78,0,61.2,4.42,20.83,58.75,8.85,1.41
2.07,27.68,0,63.6,3.7,18.92,70.85,9.75,6.09
2.11,30,0,68.8,4.14,16.93,145.15,10,6.37
2.14,32.5,0,64.6,4.4,16.92,165.89,4.45,6.41
2.16,35.56666667,0,52.83,6.45,11.81,77.76,5.85,4.82
2.19,37.08,0,63,5.22,14.35,55.3,12.5,4.4
2.27,35.16,0,46,8.74,14.73,95.04,15.2,3.87
2.28,22.7,0,36.6,5.96,11.95,164.16,19.6,4.6
2.29,15.46,0,65.2,8.24,11.31,98.5,10.4,3.23
2.27,17.88,0,43.2,6.06,10.1,98.5,12,2.96
2.3,23.62,0,51.8,7.36,11.5,103.68,11.5,3.16
2.31,25.56,0,43.4,5.18,11.84,146.88,13.3,3.39
2.32,23.44,0,39.2,5.84,8.46,139.97,13.4,2.93
2.33,20.94,0,54.8,1.38,3.68,195.26,8.4,5.07
2.34,20.82,0,43.6,6.84,5.74,114.05,9.8,2.54
2.36,19.02,0,44.2,3.26,4.85,207.36,11.3,3.34
2.38,20.1,0,39,7.33,3.17,146.88,12.8,2.59
2.37,19.26,0,42.6,1.36,-1.42,96.77,6.2,2.63
2.36,19.57,0,33.4,4.8,-1.08,103.68,6.8,1.71
2.36,19.62,0,33.8,5.52,1.54,133.06,9.3,2.18
2.38,18.72,0,37.4,2.8,-1.05,70.85,5.3,2.02
2.38,17.92,0,46.2,4.26,1.03,107.14,5.2,2.37
2.39,21.01666667,0,33.67,5.32,0.74,138.24,9.8,3.04
2.48,10.856,0,33,3.7,5.45,79.49,9.5,3.08
2.5,5.09,0,56.4,1.34,5.33,141.7,8.4,4.41
2.51,6.776,0,61.2,4,0.81,114.05,6.5,2.96
2.56,12.146,0,50.6,2.3,5.48,89.86,10,3.53
2.58,16.056,0,49.6,4.42,9.55,141.7,14,5.11
2.6,29.66666667,0,84,0,2.45,213.12,1.8,3.33
2.58,39.24,0,63,5.64,4.67,89.86,11.2,4.38
2.57,28.92,0,49,6.58,9.88,101.95,17.95,6.21
2.55,21.42,0,44.2,5.94,12.23,179.71,21.05,8.68
2.5,22.66,0,40.8,5.5,11.65,172.8,16.2,9.62
2.46,24.52,0,42.8,6.56,9.26,93.31,10.9,8.46
2.43,18.98333333,0,32,10,13.12,126.72,26.65,13.24
2.47,15.14,0,51.2,5.62,10.75,164.16,8.35,13.91
2.5,12.512,0,59.6,6.3,14.86,119.23,19.6,14.22
2.62,9.04,0,52.2,10.3,17.55,98.5,18.3,17.18
2.78,10.444,0,34,9.78,17.5,146.88,28.75,16.79
2.82,14.05,0,55.6,7.7,19.08,100.22,34.15,22.32
2.86,10.244,0,46.4,7.74,22.22,88.13,36.15,23.79
2.87,12.884,0,59.6,6.22,18.13,79.49,24.65,21.47
2.89,27.68,68.7,72.8,5.74,21.56,146.88,16.4,27.2
2.82,37.2,0,55.4,8.84,20.53,43.2,15.75,22.72
2.78,26.604,25.9,61.8,7.04,24.66,122.69,25.3,27.82
2.69,13.18,6.3,68.6,2.48,17.21,86.4,15.8,15.01
2.68,13.48333333,0,60,5.92,22.91,67.68,16.7,6.82
2.95,12.69,0,47,6.56,26.21,63.94,12.85,5.85
2.98,12.4,0,55.4,5.54,29.24,84.67,26.05,2.55
3.3,6.774,0,62.6,3.3,26.4,101.95,25.05,0
3.33,2.844,0,63.4,4.38,26.29,108.86,5.8,4.79
3.35,3.722,35.8,76.8,1.94,26.57,79.49,19.1,12.28
3.38,11.668,6,67.2,7.5,27.44,72.58,23.55,12.34
3.4,13.708,1.9,73.2,4.26,28.66,93.31,10.45,12.06
3.47,10.278,14,67.8,6.66,28.19,39.74,15.9,12.4
3.51,3.474,2.5,70.2,4.08,28.27,81.22,17.35,11.65
3.56,5.756,0,72.8,4.54,26.62,77.76,27.85,11.69
3.59,8.64,4.4,72.8,8.62,30.07,53.57,17.35,12.86
3.62,24.66666667,11.8,77.67,5.78,29.04,66.24,18.4,22.06
3.6,39.44,117.8,84.8,0,23.94,46.66,16.45,22.63
3.57,28.1,40.6,81.8,5.6,27.48,51.84,23.95,29.95
3.51,14.096,0,76.4,8.3,30.05,46.66,17.35,31.17
3.4,17.126,18.7,83,0.3,24.91,117.5,15.3,32.78
2.93,30.82,29.8,80.2,4.24,23.81,65.66,20.15,11.74
2.88,20.7,0,74.17,6.88,26.38,80.64,21.95,14.99
2.76,12.424,7.2,79,2.04,24.44,129.6,12.45,13.48
2.75,28.82,15.1,87.2,0.8,19.53,34.56,7.05,10.34
2.77,36.08,52.1,89.6,0,19.15,69.12,9.45,11.49
2.76,74.54,29,80.6,1.08,17.7,95.04,4.1,11.34
2.77,60.48,0,66.6,5.64,20.16,32.83,8.05,6.01
2.8,40.08,24.9,80.8,0.74,20.08,69.12,10.9,0
2.85,48.2,0,70.2,3.26,17.68,79.49,6.1,0
3.04,35.34,0,67.8,4.06,20.84,72.58,5.05,1.38
3.08,30.36,0,70.4,2.28,18.24,81.22,11.05,5.72
3.1,25.82,0,55.4,5.44,19.02,67.39,9.6,5.7
3.03,27.68,0,72.8,3.3,14.94,107.14,3.6,5.4
2.95,34.25,0,76.83,2.73,13.9,48.96,6.85,5.34
2.92,23.16,0,76.6,0.64,16.03,114.05,9,5.85
2.84,31.2,0,81.2,2.7,11.01,117.5,6,5.36
2.72,48.58,0,70.8,5.5,12.38,55.3,8.4,3.83
2.77,37.7,0,78.4,2.62,11.54,143.42,5.4,4.51
2.75,51.74,0,63.6,3.02,8.48,124.42,8.1,3.82
2.7,35.68,0,77,0,6.17,176.26,7.2,5.23
2.72,50.6,0,78,2.92,3.16,134.78,4.7,3.01
2.77,43.72,0,69.2,4.46,2.57,129.6,5.5,3.1
2.7,27.08,0,60,5.82,3.37,88.13,7.7,2.46
2.65,21.98,0,53.8,4.04,2.13,96.77,5.9,1.91
2.55,27.96,0,57.4,5.42,3.05,67.39,4.5,2.27
2.51,30.05,0,74.67,1.13,2.64,103.68,4.7,3.66
